Date,Simple Date,Outdoor Temperature (°F),Humidity (%),,Event Rain (in)
2023-01-08T20:40:00-05:00,1/8/2023 20:40,54.5,97,,0.14
2023-01-08T20:35:00-05:00,1/8/2023 20:35,54.7,97,,0.14
2023-01-08T20:30:00-05:00,1/8/2023 20:30,54.7,97,,0.13
2023-01-08T20:25:00-05:00,1/8/2023 20:25,54.7,97,,0.13
2023-01-08T20:20:00-05:00,1/8/2023 20:20,54.9,96,,0.13
2023-01-08T20:15:00-05:00,1/8/2023 20:15,54.9,96,,0.1
2023-01-08T20:10:00-05:00,1/8/2023 20:10,54.9,96,,0.09
2023-01-08T20:05:00-05:00,1/8/2023 20:05,54.9,95,,0.09
2023-01-08T20:00:00-05:00,1/8/2023 20:00,54.9,95,,0.09
2023-01-08T19:55:00-05:00,1/8/2023 19:55,54.9,95,,0.09
2023-01-08T19:50:00-05:00,1/8/2023 19:50,54.9,95,,0.09
2023-01-08T19:45:00-05:00,1/8/2023 19:45,54.9,95,,0.09
2023-01-08T19:40:00-05:00,1/8/2023 19:40,54.9,94,,0.08
2023-01-08T19:35:00-05:00,1/8/2023 19:35,55.2,94,,0.07
2023-01-08T19:30:00-05:00,1/8/2023 19:30,55.6,93,,0.06
2023-01-08T19:25:00-05:00,1/8/2023 19:25,56.3,92,,0.04
2023-01-08T19:20:00-05:00,1/8/2023 19:20,56.8,91,,0.01
2023-01-08T19:15:00-05:00,1/8/2023 19:15,56.8,92,,0.01
2023-01-08T19:10:00-05:00,1/8/2023 19:10,56.7,92,,0.01
2023-01-08T19:05:00-05:00,1/8/2023 19:05,56.7,92,,0.01
2023-01-08T19:00:00-05:00,1/8/2023 19:00,56.8,92,,0
2023-01-08T18:55:00-05:00,1/8/2023 18:55,57.2,91,,0
2023-01-08T18:50:00-05:00,1/8/2023 18:50,57.6,89,,0
2023-01-08T18:45:00-05:00,1/8/2023 18:45,57.7,88,,0
2023-01-08T18:40:00-05:00,1/8/2023 18:40,58.3,86,,0
2023-01-08T18:35:00-05:00,1/8/2023 18:35,58.5,85,,0
2023-01-08T18:30:00-05:00,1/8/2023 18:30,58.6,84,,0
2023-01-08T18:25:00-05:00,1/8/2023 18:25,58.6,83,,0
2023-01-08T18:20:00-05:00,1/8/2023 18:20,58.8,83,,0
2023-01-08T18:15:00-05:00,1/8/2023 18:15,58.8,82,,0
2023-01-08T18:10:00-05:00,1/8/2023 18:10,59,82,,0
2023-01-08T18:05:00-05:00,1/8/2023 18:05,59,82,,0
2023-01-08T18:00:00-05:00,1/8/2023 18:00,59,82,,0
2023-01-08T17:55:00-05:00,1/8/2023 17:55,58.8,83,,0
2023-01-08T17:50:00-05:00,1/8/2023 17:50,58.5,83,,0
2023-01-08T17:45:00-05:00,1/8/2023 17:45,58.5,85,,0
2023-01-08T17:40:00-05:00,1/8/2023 17:40,58.5,86,,0
2023-01-08T17:35:00-05:00,1/8/2023 17:35,58.8,84,,0
2023-01-08T17:30:00-05:00,1/8/2023 17:30,59.5,82,,0
2023-01-08T17:25:00-05:00,1/8/2023 17:25,60.3,76,,0
2023-01-08T17:20:00-05:00,1/8/2023 17:20,60.4,73,,0
2023-01-08T17:15:00-05:00,1/8/2023 17:15,60.4,73,,0
2023-01-08T17:10:00-05:00,1/8/2023 17:10,60.6,73,,0
2023-01-08T17:05:00-05:00,1/8/2023 17:05,60.6,72,,0
2023-01-08T17:00:00-05:00,1/8/2023 17:00,60.8,72,,0
2023-01-08T16:55:00-05:00,1/8/2023 16:55,61,72,,0
2023-01-08T16:50:00-05:00,1/8/2023 16:50,61.2,72,,0
2023-01-08T16:45:00-05:00,1/8/2023 16:45,61.2,75,,0
2023-01-08T16:40:00-05:00,1/8/2023 16:40,61.2,72,,0
2023-01-08T16:35:00-05:00,1/8/2023 16:35,61.2,72,,0
2023-01-08T16:30:00-05:00,1/8/2023 16:30,61.2,72,,0
2023-01-08T16:25:00-05:00,1/8/2023 16:25,61.3,72,,0
2023-01-08T16:20:00-05:00,1/8/2023 16:20,61.5,71,,0
2023-01-08T16:15:00-05:00,1/8/2023 16:15,61.5,71,,0
2023-01-08T16:10:00-05:00,1/8/2023 16:10,61.7,71,,0
2023-01-08T16:05:00-05:00,1/8/2023 16:05,61.9,70,,0
2023-01-08T16:00:00-05:00,1/8/2023 16:00,62.1,70,,0
2023-01-08T15:55:00-05:00,1/8/2023 15:55,62.2,69,,0
2023-01-08T15:50:00-05:00,1/8/2023 15:50,62.2,69,,0
2023-01-08T15:45:00-05:00,1/8/2023 15:45,62.1,70,,0
2023-01-08T15:40:00-05:00,1/8/2023 15:40,61.9,70,,0
2023-01-08T15:35:00-05:00,1/8/2023 15:35,61.7,70,,0
2023-01-08T15:30:00-05:00,1/8/2023 15:30,61.5,70,,0
2023-01-08T15:25:00-05:00,1/8/2023 15:25,61.3,70,,0
2023-01-08T15:20:00-05:00,1/8/2023 15:20,61.5,70,,0
2023-01-08T15:15:00-05:00,1/8/2023 15:15,61.7,70,,0
2023-01-08T15:10:00-05:00,1/8/2023 15:10,61.7,70,,0
2023-01-08T15:05:00-05:00,1/8/2023 15:05,61.5,70,,0
2023-01-08T15:00:00-05:00,1/8/2023 15:00,61.3,70,,0
2023-01-08T14:55:00-05:00,1/8/2023 14:55,61.5,69,,0
2023-01-08T14:50:00-05:00,1/8/2023 14:50,61.3,70,,0
2023-01-08T14:45:00-05:00,1/8/2023 14:45,61.2,70,,0
2023-01-08T14:40:00-05:00,1/8/2023 14:40,61.2,71,,0
2023-01-08T14:35:00-05:00,1/8/2023 14:35,61.2,69,,0
2023-01-08T14:30:00-05:00,1/8/2023 14:30,60.8,71,,0
2023-01-08T14:25:00-05:00,1/8/2023 14:25,61,70,,0
2023-01-08T14:20:00-05:00,1/8/2023 14:20,61,70,,0
2023-01-08T14:15:00-05:00,1/8/2023 14:15,60.8,71,,0
2023-01-08T14:10:00-05:00,1/8/2023 14:10,60.6,70,,0
2023-01-08T14:05:00-05:00,1/8/2023 14:05,60.3,71,,0
2023-01-08T14:00:00-05:00,1/8/2023 14:00,59.5,72,,0
2023-01-08T13:55:00-05:00,1/8/2023 13:55,59.5,72,,0
2023-01-08T13:50:00-05:00,1/8/2023 13:50,59.5,72,,0
2023-01-08T13:45:00-05:00,1/8/2023 13:45,59.7,72,,0
2023-01-08T13:40:00-05:00,1/8/2023 13:40,59.4,71,,0
2023-01-08T13:35:00-05:00,1/8/2023 13:35,59.2,71,,0
2023-01-08T13:30:00-05:00,1/8/2023 13:30,58.8,72,,0
2023-01-07T23:55:00-05:00,1/7/2023 23:55,55.6,50,,0
2023-01-07T23:50:00-05:00,1/7/2023 23:50,55.6,50,,0
2023-01-07T23:45:00-05:00,1/7/2023 23:45,55.8,50,,0
2023-01-07T23:40:00-05:00,1/7/2023 23:40,55.9,49,,0
2023-01-07T23:35:00-05:00,1/7/2023 23:35,56.1,49,,0
2023-01-07T23:30:00-05:00,1/7/2023 23:30,56.3,48,,0
2023-01-07T23:25:00-05:00,1/7/2023 23:25,56.7,48,,0
2023-01-07T23:20:00-05:00,1/7/2023 23:20,56.7,48,,0
2023-01-07T23:15:00-05:00,1/7/2023 23:15,56.8,48,,0
2023-01-07T23:10:00-05:00,1/7/2023 23:10,56.8,47,,0
2023-01-07T23:05:00-05:00,1/7/2023 23:05,56.8,47,,0
2023-01-07T23:00:00-05:00,1/7/2023 23:00,57,47,,0
2023-01-07T22:55:00-05:00,1/7/2023 22:55,57,47,,0
2023-01-07T22:50:00-05:00,1/7/2023 22:50,57,47,,0
2023-01-07T22:45:00-05:00,1/7/2023 22:45,56.8,47,,0
2023-01-07T22:40:00-05:00,1/7/2023 22:40,56.8,48,,0
2023-01-07T22:35:00-05:00,1/7/2023 22:35,56.8,48,,0
2023-01-07T22:30:00-05:00,1/7/2023 22:30,56.8,48,,0
2023-01-07T22:25:00-05:00,1/7/2023 22:25,57,48,,0
2023-01-07T22:20:00-05:00,1/7/2023 22:20,57.4,48,,0
2023-01-07T22:15:00-05:00,1/7/2023 22:15,57.6,47,,0
2023-01-07T22:10:00-05:00,1/7/2023 22:10,57.6,47,,0
2023-01-07T22:05:00-05:00,1/7/2023 22:05,57.7,47,,0
2023-01-07T22:00:00-05:00,1/7/2023 22:00,57.9,47,,0
2023-01-07T21:55:00-05:00,1/7/2023 21:55,57.9,48,,0
2023-01-07T21:50:00-05:00,1/7/2023 21:50,57.9,47,,0
2023-01-07T21:45:00-05:00,1/7/2023 21:45,57.9,47,,0
2023-01-07T21:40:00-05:00,1/7/2023 21:40,57.9,47,,0
2023-01-07T21:35:00-05:00,1/7/2023 21:35,57.9,47,,0
2023-01-07T21:30:00-05:00,1/7/2023 21:30,57.9,47,,0
2023-01-07T21:25:00-05:00,1/7/2023 21:25,57.7,47,,0
2023-01-07T21:20:00-05:00,1/7/2023 21:20,57.6,47,,0
2023-01-07T21:15:00-05:00,1/7/2023 21:15,57.6,48,,0
2023-01-07T21:10:00-05:00,1/7/2023 21:10,57.6,48,,0
2023-01-07T21:05:00-05:00,1/7/2023 21:05,57.7,47,,0
2023-01-07T21:00:00-05:00,1/7/2023 21:00,57.9,46,,0
2023-01-07T20:55:00-05:00,1/7/2023 20:55,58.1,46,,0
2023-01-07T20:50:00-05:00,1/7/2023 20:50,58.1,45,,0
2023-01-07T20:45:00-05:00,1/7/2023 20:45,57.9,46,,0
2023-01-07T20:40:00-05:00,1/7/2023 20:40,57.9,46,,0
2023-01-07T20:35:00-05:00,1/7/2023 20:35,58.1,46,,0
2023-01-07T20:30:00-05:00,1/7/2023 20:30,58.1,45,,0
2023-01-07T20:25:00-05:00,1/7/2023 20:25,58.1,45,,0
2023-01-07T20:20:00-05:00,1/7/2023 20:20,58.3,46,,0
2023-01-07T20:15:00-05:00,1/7/2023 20:15,58.5,45,,0
2023-01-07T20:10:00-05:00,1/7/2023 20:10,58.5,45,,0
2023-01-07T20:05:00-05:00,1/7/2023 20:05,58.5,45,,0
2023-01-07T20:00:00-05:00,1/7/2023 20:00,58.5,45,,0
2023-01-07T19:55:00-05:00,1/7/2023 19:55,58.3,45,,0
2023-01-07T19:50:00-05:00,1/7/2023 19:50,58.3,45,,0
2023-01-07T19:45:00-05:00,1/7/2023 19:45,58.1,45,,0
2023-01-07T19:40:00-05:00,1/7/2023 19:40,58.1,46,,0
2023-01-07T19:35:00-05:00,1/7/2023 19:35,58.3,45,,0
2023-01-07T19:30:00-05:00,1/7/2023 19:30,57.9,46,,0
2023-01-07T19:25:00-05:00,1/7/2023 19:25,57.9,46,,0
2023-01-07T19:20:00-05:00,1/7/2023 19:20,57.6,46,,0
2023-01-07T19:15:00-05:00,1/7/2023 19:15,57,47,,0
2023-01-07T19:10:00-05:00,1/7/2023 19:10,57.2,47,,0
2023-01-07T19:05:00-05:00,1/7/2023 19:05,57.4,47,,0
2023-01-07T19:00:00-05:00,1/7/2023 19:00,57.6,46,,0
2023-01-07T18:55:00-05:00,1/7/2023 18:55,57.6,47,,0
2023-01-07T18:50:00-05:00,1/7/2023 18:50,57.9,47,,0
2023-01-07T18:45:00-05:00,1/7/2023 18:45,58.3,46,,0
2023-01-07T18:40:00-05:00,1/7/2023 18:40,58.1,46,,0
2023-01-07T18:35:00-05:00,1/7/2023 18:35,58.3,46,,0
2023-01-07T18:30:00-05:00,1/7/2023 18:30,58.3,46,,0
2023-01-07T18:25:00-05:00,1/7/2023 18:25,58.5,46,,0
2023-01-07T18:20:00-05:00,1/7/2023 18:20,58.6,45,,0
2023-01-07T18:15:00-05:00,1/7/2023 18:15,58.6,45,,0
2023-01-07T18:10:00-05:00,1/7/2023 18:10,58.8,45,,0
2023-01-07T18:05:00-05:00,1/7/2023 18:05,59,45,,0
2023-01-07T18:00:00-05:00,1/7/2023 18:00,59.4,44,,0
2023-01-07T17:55:00-05:00,1/7/2023 17:55,59.7,43,,0
2023-01-07T17:50:00-05:00,1/7/2023 17:50,60.1,43,,0
2023-01-07T17:45:00-05:00,1/7/2023 17:45,60.4,42,,0
2023-01-07T17:40:00-05:00,1/7/2023 17:40,60.8,41,,0
2023-01-07T17:35:00-05:00,1/7/2023 17:35,61.3,41,,0
2023-01-07T17:30:00-05:00,1/7/2023 17:30,61.9,40,,0
2023-01-07T17:25:00-05:00,1/7/2023 17:25,62.8,39,,0
2023-01-07T17:20:00-05:00,1/7/2023 17:20,63.1,38,,0
2023-01-07T17:15:00-05:00,1/7/2023 17:15,64,38,,0
2023-01-07T17:10:00-05:00,1/7/2023 17:10,64.2,37,,0
2023-01-07T17:05:00-05:00,1/7/2023 17:05,64.6,41,,0
2023-01-07T17:00:00-05:00,1/7/2023 17:00,64.8,37,,0
2023-01-07T16:55:00-05:00,1/7/2023 16:55,64.4,36,,0
2023-01-07T16:50:00-05:00,1/7/2023 16:50,64.6,35,,0
2023-01-07T16:45:00-05:00,1/7/2023 16:45,63.7,36,,0
2023-01-07T16:40:00-05:00,1/7/2023 16:40,63.7,36,,0
2023-01-07T16:35:00-05:00,1/7/2023 16:35,63.9,36,,0
2023-01-07T16:30:00-05:00,1/7/2023 16:30,63.7,38,,0
2023-01-07T16:25:00-05:00,1/7/2023 16:25,63.3,36,,0
2023-01-07T16:20:00-05:00,1/7/2023 16:20,63.1,36,,0
2023-01-07T16:15:00-05:00,1/7/2023 16:15,63.1,37,,0
2023-01-07T16:10:00-05:00,1/7/2023 16:10,63.3,37,,0
2023-01-07T16:05:00-05:00,1/7/2023 16:05,63.7,36,,0
2023-01-07T16:00:00-05:00,1/7/2023 16:00,63.5,35,,0
2023-01-07T15:55:00-05:00,1/7/2023 15:55,63.9,35,,0
2023-01-07T15:50:00-05:00,1/7/2023 15:50,64.2,35,,0
2023-01-07T15:45:00-05:00,1/7/2023 15:45,64.4,35,,0
2023-01-07T15:40:00-05:00,1/7/2023 15:40,64.4,34,,0
2023-01-07T15:35:00-05:00,1/7/2023 15:35,64,34,,0
2023-01-07T15:30:00-05:00,1/7/2023 15:30,65.1,34,,0
2023-01-07T15:25:00-05:00,1/7/2023 15:25,64.2,34,,0
2023-01-07T15:20:00-05:00,1/7/2023 15:20,63.5,35,,0
2023-01-07T15:15:00-05:00,1/7/2023 15:15,61.9,38,,0
2023-01-07T15:10:00-05:00,1/7/2023 15:10,61.9,35,,0
2023-01-07T15:05:00-05:00,1/7/2023 15:05,61.5,35,,0
2023-01-07T15:00:00-05:00,1/7/2023 15:00,61.5,36,,0
2023-01-07T14:55:00-05:00,1/7/2023 14:55,62.2,36,,0
2023-01-07T14:50:00-05:00,1/7/2023 14:50,62.4,35,,0
2023-01-07T14:45:00-05:00,1/7/2023 14:45,62.4,35,,0
2023-01-07T14:40:00-05:00,1/7/2023 14:40,61.9,35,,0
2023-01-07T14:35:00-05:00,1/7/2023 14:35,61,37,,0
2023-01-07T14:30:00-05:00,1/7/2023 14:30,60.1,37,,0
2023-01-07T14:25:00-05:00,1/7/2023 14:25,60.4,36,,0
2023-01-07T14:20:00-05:00,1/7/2023 14:20,60.3,35,,0
2023-01-07T14:15:00-05:00,1/7/2023 14:15,59.9,35,,0
2023-01-07T14:10:00-05:00,1/7/2023 14:10,59.4,40,,0
2023-01-07T14:05:00-05:00,1/7/2023 14:05,59,37,,0
2023-01-07T14:00:00-05:00,1/7/2023 14:00,59.5,38,,0
2023-01-07T13:55:00-05:00,1/7/2023 13:55,59.2,38,,0
2023-01-07T13:50:00-05:00,1/7/2023 13:50,59,36,,0
2023-01-07T13:45:00-05:00,1/7/2023 13:45,58.8,38,,0
2023-01-07T13:40:00-05:00,1/7/2023 13:40,58.5,38,,0
2023-01-07T13:35:00-05:00,1/7/2023 13:35,58.1,38,,0
2023-01-07T13:30:00-05:00,1/7/2023 13:30,58.1,38,,0
2023-01-06T23:55:00-05:00,1/6/2023 23:55,41.5,71,,0
2023-01-06T23:50:00-05:00,1/6/2023 23:50,41.5,70,,0
2023-01-06T23:45:00-05:00,1/6/2023 23:45,42.1,69,,0
2023-01-06T23:40:00-05:00,1/6/2023 23:40,42.1,66,,0
2023-01-06T23:35:00-05:00,1/6/2023 23:35,42.1,65,,0
2023-01-06T23:30:00-05:00,1/6/2023 23:30,42.1,67,,0
2023-01-06T23:25:00-05:00,1/6/2023 23:25,42.3,69,,0
2023-01-06T23:20:00-05:00,1/6/2023 23:20,42.3,66,,0
2023-01-06T23:15:00-05:00,1/6/2023 23:15,41.9,66,,0
2023-01-06T23:10:00-05:00,1/6/2023 23:10,42.1,69,,0
2023-01-06T23:05:00-05:00,1/6/2023 23:05,42.8,67,,0
2023-01-06T23:00:00-05:00,1/6/2023 23:00,43.2,65,,0
2023-01-06T22:55:00-05:00,1/6/2023 22:55,43.3,66,,0
2023-01-06T22:50:00-05:00,1/6/2023 22:50,43.5,62,,0
2023-01-06T22:45:00-05:00,1/6/2023 22:45,43.9,62,,0
2023-01-06T22:40:00-05:00,1/6/2023 22:40,44.1,61,,0
2023-01-06T22:35:00-05:00,1/6/2023 22:35,44.4,60,,0
2023-01-06T22:30:00-05:00,1/6/2023 22:30,45,64,,0
2023-01-06T22:25:00-05:00,1/6/2023 22:25,44.8,60,,0
2023-01-06T22:20:00-05:00,1/6/2023 22:20,44.2,62,,0
2023-01-06T22:15:00-05:00,1/6/2023 22:15,44.2,61,,0
2023-01-06T22:10:00-05:00,1/6/2023 22:10,44.2,61,,0
2023-01-06T22:05:00-05:00,1/6/2023 22:05,44.4,60,,0
2023-01-06T22:00:00-05:00,1/6/2023 22:00,44.4,60,,0
2023-01-06T21:55:00-05:00,1/6/2023 21:55,45.1,62,,0
2023-01-06T21:50:00-05:00,1/6/2023 21:50,45.9,58,,0
2023-01-06T21:45:00-05:00,1/6/2023 21:45,46.6,56,,0
2023-01-06T21:40:00-05:00,1/6/2023 21:40,46.2,56,,0
2023-01-06T21:35:00-05:00,1/6/2023 21:35,46,55,,0
2023-01-06T21:30:00-05:00,1/6/2023 21:30,45.7,58,,0
2023-01-06T21:25:00-05:00,1/6/2023 21:25,46.2,56,,0
2023-01-06T21:20:00-05:00,1/6/2023 21:20,46.2,56,,0
2023-01-06T21:15:00-05:00,1/6/2023 21:15,46.2,56,,0
2023-01-06T21:10:00-05:00,1/6/2023 21:10,46.2,56,,0
2023-01-06T21:05:00-05:00,1/6/2023 21:05,46.4,55,,0
2023-01-06T21:00:00-05:00,1/6/2023 21:00,46.4,56,,0
2023-01-06T20:55:00-05:00,1/6/2023 20:55,46,56,,0
2023-01-06T20:50:00-05:00,1/6/2023 20:50,45.9,56,,0
2023-01-06T20:45:00-05:00,1/6/2023 20:45,46,58,,0
2023-01-06T20:40:00-05:00,1/6/2023 20:40,46.2,57,,0
2023-01-06T20:35:00-05:00,1/6/2023 20:35,46.4,55,,0
2023-01-06T20:30:00-05:00,1/6/2023 20:30,46.6,54,,0
2023-01-06T20:25:00-05:00,1/6/2023 20:25,46.9,54,,0
2023-01-06T20:20:00-05:00,1/6/2023 20:20,47.3,53,,0
2023-01-06T20:15:00-05:00,1/6/2023 20:15,47.8,54,,0
2023-01-06T20:10:00-05:00,1/6/2023 20:10,47.8,53,,0
2023-01-06T20:05:00-05:00,1/6/2023 20:05,47.8,51,,0
2023-01-06T20:00:00-05:00,1/6/2023 20:00,48,52,,0
2023-01-06T19:55:00-05:00,1/6/2023 19:55,47.8,51,,0
2023-01-06T19:50:00-05:00,1/6/2023 19:50,48,52,,0
2023-01-06T19:45:00-05:00,1/6/2023 19:45,48.2,51,,0
2023-01-06T19:40:00-05:00,1/6/2023 19:40,48.6,51,,0
2023-01-06T19:35:00-05:00,1/6/2023 19:35,48.6,51,,0
2023-01-06T19:30:00-05:00,1/6/2023 19:30,48.9,50,,0
2023-01-06T19:25:00-05:00,1/6/2023 19:25,49.1,49,,0
2023-01-06T19:20:00-05:00,1/6/2023 19:20,49.1,50,,0
2023-01-06T19:15:00-05:00,1/6/2023 19:15,49.1,49,,0
2023-01-06T19:10:00-05:00,1/6/2023 19:10,49.1,48,,0
2023-01-06T19:05:00-05:00,1/6/2023 19:05,49.5,48,,0
2023-01-06T19:00:00-05:00,1/6/2023 19:00,49.6,47,,0
2023-01-06T18:55:00-05:00,1/6/2023 18:55,49.8,47,,0
2023-01-06T18:50:00-05:00,1/6/2023 18:50,50.2,46,,0
2023-01-06T18:45:00-05:00,1/6/2023 18:45,50.7,46,,0
2023-01-06T18:40:00-05:00,1/6/2023 18:40,51.1,44,,0
2023-01-06T18:35:00-05:00,1/6/2023 18:35,51.1,44,,0
2023-01-06T18:30:00-05:00,1/6/2023 18:30,51.3,44,,0
2023-01-06T18:25:00-05:00,1/6/2023 18:25,50.5,47,,0
2023-01-06T18:20:00-05:00,1/6/2023 18:20,50.9,45,,0
2023-01-06T18:15:00-05:00,1/6/2023 18:15,51.3,46,,0
2023-01-06T18:10:00-05:00,1/6/2023 18:10,51.4,43,,0
2023-01-06T18:05:00-05:00,1/6/2023 18:05,51.6,43,,0
2023-01-06T18:00:00-05:00,1/6/2023 18:00,51.8,43,,0
2023-01-06T17:55:00-05:00,1/6/2023 17:55,52.2,43,,0
2023-01-06T17:50:00-05:00,1/6/2023 17:50,52.2,42,,0
2023-01-06T17:45:00-05:00,1/6/2023 17:45,52.3,42,,0
2023-01-06T17:40:00-05:00,1/6/2023 17:40,52.5,41,,0
2023-01-06T17:35:00-05:00,1/6/2023 17:35,52.9,41,,0
2023-01-06T17:30:00-05:00,1/6/2023 17:30,53.2,41,,0
2023-01-06T17:25:00-05:00,1/6/2023 17:25,53.8,40,,0
2023-01-06T17:20:00-05:00,1/6/2023 17:20,54.3,39,,0
2023-01-06T17:15:00-05:00,1/6/2023 17:15,54.9,39,,0
2023-01-06T17:10:00-05:00,1/6/2023 17:10,55.2,39,,0
2023-01-06T17:05:00-05:00,1/6/2023 17:05,55.2,38,,0
2023-01-06T17:00:00-05:00,1/6/2023 17:00,55.6,38,,0
2023-01-06T16:55:00-05:00,1/6/2023 16:55,55.4,38,,0
2023-01-06T16:50:00-05:00,1/6/2023 16:50,55.4,37,,0
2023-01-06T16:45:00-05:00,1/6/2023 16:45,55.8,37,,0
2023-01-06T16:40:00-05:00,1/6/2023 16:40,55.6,37,,0
2023-01-06T16:35:00-05:00,1/6/2023 16:35,56.1,38,,0
2023-01-06T16:30:00-05:00,1/6/2023 16:30,56.1,37,,0
2023-01-06T16:25:00-05:00,1/6/2023 16:25,55.4,38,,0
2023-01-06T16:20:00-05:00,1/6/2023 16:20,55.4,37,,0
2023-01-06T16:15:00-05:00,1/6/2023 16:15,55.6,36,,0
2023-01-06T16:10:00-05:00,1/6/2023 16:10,55.4,37,,0
2023-01-06T16:05:00-05:00,1/6/2023 16:05,55.4,37,,0
2023-01-06T16:00:00-05:00,1/6/2023 16:00,55.6,36,,0
2023-01-06T15:55:00-05:00,1/6/2023 15:55,55,37,,0
2023-01-06T15:50:00-05:00,1/6/2023 15:50,55,37,,0
2023-01-06T15:45:00-05:00,1/6/2023 15:45,55.4,37,,0
2023-01-06T15:40:00-05:00,1/6/2023 15:40,55.6,36,,0
2023-01-06T15:35:00-05:00,1/6/2023 15:35,55.2,36,,0
2023-01-06T15:30:00-05:00,1/6/2023 15:30,54.7,36,,0
2023-01-06T15:25:00-05:00,1/6/2023 15:25,54.3,39,,0
2023-01-06T15:20:00-05:00,1/6/2023 15:20,55.4,38,,0
2023-01-06T15:15:00-05:00,1/6/2023 15:15,55.4,38,,0
2023-01-06T15:10:00-05:00,1/6/2023 15:10,55,38,,0
2023-01-06T15:05:00-05:00,1/6/2023 15:05,55.2,38,,0
2023-01-06T15:00:00-05:00,1/6/2023 15:00,54.5,38,,0
2023-01-06T14:55:00-05:00,1/6/2023 14:55,54.9,39,,0
2023-01-06T14:50:00-05:00,1/6/2023 14:50,55.4,37,,0
2023-01-06T14:45:00-05:00,1/6/2023 14:45,54.9,38,,0
2023-01-06T14:40:00-05:00,1/6/2023 14:40,54.7,38,,0
2023-01-06T14:35:00-05:00,1/6/2023 14:35,54.7,39,,0
2023-01-06T14:30:00-05:00,1/6/2023 14:30,54.5,39,,0
2023-01-06T14:25:00-05:00,1/6/2023 14:25,54.3,39,,0
2023-01-06T14:20:00-05:00,1/6/2023 14:20,54.1,39,,0
2023-01-06T14:15:00-05:00,1/6/2023 14:15,54.5,39,,0
2023-01-06T14:10:00-05:00,1/6/2023 14:10,54.7,38,,0
2023-01-06T14:05:00-05:00,1/6/2023 14:05,54.3,39,,0
2023-01-06T14:00:00-05:00,1/6/2023 14:00,54.7,38,,0
2023-01-06T13:55:00-05:00,1/6/2023 13:55,54,38,,0
2023-01-06T13:50:00-05:00,1/6/2023 13:50,54,38,,0
2023-01-06T13:45:00-05:00,1/6/2023 13:45,54,38,,0
2023-01-06T13:40:00-05:00,1/6/2023 13:40,53.6,39,,0
2023-01-06T13:35:00-05:00,1/6/2023 13:35,53.4,39,,0
2023-01-06T13:30:00-05:00,1/6/2023 13:30,53.6,38,,0
2023-01-05T23:55:00-05:00,1/5/2023 23:55,46.2,54,,0
2023-01-05T23:50:00-05:00,1/5/2023 23:50,46.6,53,,0
2023-01-05T23:45:00-05:00,1/5/2023 23:45,46.8,52,,0
2023-01-05T23:40:00-05:00,1/5/2023 23:40,46.8,53,,0
2023-01-05T23:35:00-05:00,1/5/2023 23:35,46.8,52,,0
2023-01-05T23:30:00-05:00,1/5/2023 23:30,46.8,52,,0
2023-01-05T23:25:00-05:00,1/5/2023 23:25,46.8,52,,0
2023-01-05T23:20:00-05:00,1/5/2023 23:20,46.9,52,,0
2023-01-05T23:15:00-05:00,1/5/2023 23:15,47.1,52,,0
2023-01-05T23:10:00-05:00,1/5/2023 23:10,47.3,52,,0
2023-01-05T23:05:00-05:00,1/5/2023 23:05,47.7,51,,0
2023-01-05T23:00:00-05:00,1/5/2023 23:00,47.8,51,,0
2023-01-05T22:55:00-05:00,1/5/2023 22:55,47.8,50,,0
2023-01-05T22:50:00-05:00,1/5/2023 22:50,47.8,51,,0
2023-01-05T22:45:00-05:00,1/5/2023 22:45,47.5,52,,0
2023-01-05T22:40:00-05:00,1/5/2023 22:40,47.5,52,,0
2023-01-05T22:35:00-05:00,1/5/2023 22:35,47.5,52,,0
2023-01-05T22:30:00-05:00,1/5/2023 22:30,47.7,52,,0
2023-01-05T22:25:00-05:00,1/5/2023 22:25,47.7,52,,0
2023-01-05T22:20:00-05:00,1/5/2023 22:20,47.7,52,,0
2023-01-05T22:15:00-05:00,1/5/2023 22:15,47.8,51,,0
2023-01-05T22:10:00-05:00,1/5/2023 22:10,48.2,51,,0
2023-01-05T22:05:00-05:00,1/5/2023 22:05,48.4,50,,0
2023-01-05T22:00:00-05:00,1/5/2023 22:00,48.4,50,,0
2023-01-05T21:55:00-05:00,1/5/2023 21:55,48.6,49,,0
2023-01-05T21:50:00-05:00,1/5/2023 21:50,48.7,49,,0
2023-01-05T21:45:00-05:00,1/5/2023 21:45,49.1,48,,0
2023-01-05T21:40:00-05:00,1/5/2023 21:40,49.3,47,,0
2023-01-05T21:35:00-05:00,1/5/2023 21:35,49.5,47,,0
2023-01-05T21:30:00-05:00,1/5/2023 21:30,49.5,47,,0
2023-01-05T21:25:00-05:00,1/5/2023 21:25,49.6,47,,0
2023-01-05T21:20:00-05:00,1/5/2023 21:20,50,46,,0
2023-01-05T21:15:00-05:00,1/5/2023 21:15,50,46,,0
2023-01-05T21:10:00-05:00,1/5/2023 21:10,50.2,46,,0
2023-01-05T21:05:00-05:00,1/5/2023 21:05,50.4,45,,0
2023-01-05T21:00:00-05:00,1/5/2023 21:00,50.5,45,,0
2023-01-05T20:55:00-05:00,1/5/2023 20:55,50.5,44,,0
2023-01-05T20:50:00-05:00,1/5/2023 20:50,50.5,45,,0
